Date,domestic passengers_log_diff,international passenegrs_log_diff,domestic freight(in tonne)_log_diff,international freight(in tonne)_log_diff,GDP (in dollars)_log_diff,Population,Jet Fuel Price per Gallon_log_diff,Inflation Rate _log_diff,Unemployement Rate_log_diff,Rupees Exchange Rate_log_diff
2020-01-09,0.33218662479661276,0.16407104205516454,0.23576700404802153,0.21559782009838457,0.0,1402617695,-0.11606846590909203,0.0,0.0,-0.004816062820515832
2020-01-10,0.2906816150753624,0.2718907830378381,0.12966143051331613,0.17132891412164142,0.0,1402617695,0.03964196396235753,0.0,0.0,-0.014180803508272
2020-01-11,0.18550415110930096,0.1475448420026737,-0.06016581819630851,-0.04710632858933472,0.0,1402617695,0.08970500316597096,0.0,0.0,0.0005439216886893306
2020-01-12,0.141417643543587,0.1949379385997112,0.07482049024473092,0.040558710816689825,0.0,1402617695,0.14745656453620182,0.0,0.0,0.009066981393335283
2021-01-01,0.05303784189307059,0.08584442929045899,-0.06275441068787302,0.11983204647987478,0.16897632071955826,1414203896,0.06250482003213786,-0.25498971076623866,-0.20861850908441681,-0.008251653178581009
2021-01-02,0.011771145702079266,-0.05134568525148531,0.021557672904135572,0.011951603200486716,0.0,1414203896,0.11532896780060131,0.0,0.0,-0.006951571645650745
2021-01-03,-0.0010181901111270264,0.10972739659637654,0.09624117336817406,0.1716354110777285,0.0,1414203896,0.03715519418040003,0.0,0.0,-0.004111847898604637
2021-01-04,-0.32129420303735046,-0.21597406458421275,-0.10537456952630464,0.0885398703923812,0.0,1414203896,0.026846702313222615,0.0,0.0,0.0001373343406676497
2021-01-05,-1.0195405406311462,-1.0821194710273208,-0.32743831820502045,-0.12358734036303787,0.0,1414203896,0.03419136474827944,0.0,0.0,0.023076902986100656
2021-01-06,0.396453922345291,0.005290163689561922,0.1185379348018234,-0.03975493517338968,0.0,1414203896,0.06097241288903188,0.0,0.0,-0.01773552207483675
2021-01-07,0.48064369232969817,0.4147461650173625,0.16563520301789758,0.14531253212152784,0.0,1414203896,0.029004269634326008,0.0,0.0,0.005041226018077438
